id,name,Rating,Bedrooms,Bathroom,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,license Satuts,
33593525,Condo in Chicago ,4.9, 3 bedrooms , 2 baths,41.85715,-87.6338,Entire home/apt,299,2,83,8/29/2023,2,17,249,15,R21000072607,  Register,
33593941,Condo in Chicago ,4.9, 3 bedrooms , 2 baths,41.85669,-87.63226,Entire home/apt,299,2,106,8/14/2023,2,17,237,14,R21000072609,  Register,
33594118,Condo in Chicago ,4.9, 3 bedrooms , 2 baths,41.85797,-87.63388,Entire home/apt,299,2,116,8/19/2023,2,17,245,22,R21000072612,  Register,
33615334,Rental unit in Chicago ,4.7, 3 bedrooms , 1 bath,41.85754,-87.66587,Entire home/apt,155,2,133,8/26/2023,3,5,24,32,R19000040372,  Register,
33636138,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.85694,-87.67701,Entire home/apt,147,2,167,8/20/2023,3,2,154,16,R19000039886,  Register,
33645248,Home in Chicago ,4.7, 1 bedroom , 1 shared bath,41.76447,-87.57348,Private room,35,1,32,9/8/2023,1,8,340,12,R18000036975,  Register,
33667922,Condo in Chicago ,4.8, 4 bedrooms , 2 baths,41.85347768,-87.63321333,Entire home/apt,399,2,76,8/19/2023,2,17,245,19,R21000072606,  Register,
33719692,Home in Chicago ,4.7, 1 bedroom , 4 shared baths,41.72798,-87.57824,Shared room,27,2,53,8/27/2023,1,23,22,10,R21000062044,  Register,
33724609,Condo in Chicago ,4.9, 4 bedrooms , 1.5 baths,41.84599,-87.63497,Entire home/apt,376,2,69,8/6/2023,1,17,259,15,R19000040385,  Register,
33749042,Condo in Chicago ,4.8, 3 bedrooms , 2 baths,41.72055,-87.59305,Entire home/apt,250,2,116,8/7/2023,2,1,363,16,R23000095387,  Register,
33749416,Bungalow in Chicago ,5.0, 1 bedroom , 1 private bath,41.9318,-87.79291,Private room,139,3,49,8/7/2023,1,2,176,11,R19000049535,  Register,
33753806,Condo in Chicago ,4.8, 1 bedroom , 1 shared bath,41.86644,-87.65344,Private room,101,2,88,8/18/2023,2,4,342,23,R19000038537,  Register,
33755589,Condo in Chicago ,4.8, 3 bedrooms , 2 baths,41.86683,-87.65402,Entire home/apt,499,2,28,6/11/2023,1,4,279,5,R19000038537,  Register,
33804619,Rental unit in Chicago ,4.3, 1 bedroom , 1 bath,41.90231,-87.67174,Entire home/apt,91,32,77,7/19/2022,1,7,365,0,City registration pending,Not Registers,
33810223,Home in Chicago ,4.9, 1 bedroom , 1.5 shared baths,41.93726,-87.67514,Private room,150,1,17,7/23/2023,0,2,86,4,R19000040384,  Register,
33855764,Rental unit in Chicago ,4.9, 3 bedrooms , 1 bath,41.92712,-87.66859,Entire home/apt,146,2,87,8/28/2023,2,2,218,25,R21000069573,  Register,
33878204,Rental unit in Chicago ,1.0, 2 beds , 1 bath,41.90018,-87.6664,Entire home/apt,168,32,1,6/2/2019,0,1,0,0,City registration pending,Not Registers,
33899292,Condo in Chicago ,4.6, 3 bedrooms , 2.5 baths,41.92572,-87.67827,Entire home/apt,195,1,223,9/10/2023,4,1,160,41,2827469,  Register,
33928454,Home in Chicago ,4.7, 1 bedroom , 3 shared baths,41.728,-87.57715,Shared room,26,2,20,8/24/2023,0,23,25,3,R21000062044,  Register,
33928624,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.898904,-87.62797,Entire home/apt,138,32,1,3/31/2022,0,645,247,0,32+ Days Listings,  Register,
33940403,Home in Chicago ,5.0, 6 bedrooms , 4.5 baths,41.9144,-87.6463,Entire home/apt,2599,3,25,9/10/2023,1,2,268,12,R21000073710,  Register,
33940898,Home in Chicago ,4.0, 4 bedrooms , 3.5 baths,41.91784,-87.70446,Entire home/apt,450,2,4,8/13/2023,0,1,165,1,R23000106245,  Register,
33942774,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.9302,-87.69725,Entire home/apt,107,2,144,9/2/2023,3,1,113,34,R19000040878,  Register,
33948525,Condo in Chicago ,4.9, 5 bedrooms , 2 baths,41.84572,-87.63329,Entire home/apt,404,2,57,8/18/2023,1,17,240,12,R19000040876,  Register,
33948713,Condo in Chicago ,4.8, 4 bedrooms , 4 baths,41.84564,-87.63477,Entire home/apt,404,2,49,7/22/2023,1,17,254,14,R19000040385,  Register,
33948840,Condo in Chicago ,4.7, 4 bedrooms , 4 baths,41.84589,-87.63485,Entire home/apt,404,2,56,8/20/2023,2,17,91,17,R19000040876,  Register,
33998121,Home in Chicago ,4.8, 2 bedrooms , 1 private bath,41.94115,-87.65076,Private room,275,3,18,8/15/2023,0,1,361,4,R21000073647,  Register,
34043080,Condo in Chicago ,4.9, 4 bedrooms , 2 baths,41.97675323,-87.66390991,Entire home/apt,122,1,136,8/29/2023,3,1,335,30,R19000040880,  Register,
34044886,Condo in Chicago ,4.9, 3 bedrooms , 2 baths,41.95481,-87.69889,Entire home/apt,120,32,49,8/7/2023,1,2,241,3,City registration pending,Not Registers,
34081264,Home in Chicago ,4.8, 1 bedroom , 1 shared bath,41.76087,-87.58783,Private room,21,29,45,8/7/2023,1,9,311,6,R20000055861,  Register,
34088913,Home in Chicago ,4.8, 1 bedroom , 1 bath,41.85555,-87.67277,Entire home/apt,71,2,57,9/4/2023,1,1,51,21,R19000050239,  Register,
34115512,Rental unit in Chicago ,4.4, 2 bedrooms , 1 bath,41.90762,-87.71031,Entire home/apt,55,32,28,8/15/2022,1,3,158,0,City registration pending,Not Registers,
34122651,Rental unit in Chicago ,4.7, 3 bedrooms , 2 baths,41.87786,-87.67936,Entire home/apt,98,1,156,9/7/2023,3,4,346,34,R22000079141,  Register,
34137266,Bungalow in Chicago ,4.4, 1 bedroom , 1 shared bath,41.76437,-87.57332,Shared room,25,4,39,9/3/2023,1,8,352,16,R18000036975,  Register,
34139061,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.89862,-87.62138,Entire home/apt,150,32,2,9/14/2022,0,34,365,1,City registration pending,Not Registers,
34147220,Rental unit in Chicago ,4.4, 4 bedrooms , 2 baths,41.95516,-87.6688,Entire home/apt,376,2,71,8/13/2023,1,19,160,20,R19000040857,  Register,
34147466,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.74915,-87.61742,Entire home/apt,109,3,66,9/4/2023,1,1,246,20,R19000040634,  Register,
34182231,Condo in Chicago ,5.0, 1 bedroom , 1 bath,41.89627,-87.62597,Entire home/apt,98,32,3,4/29/2023,0,19,60,1,City registration pending,Not Registers,
34201647,Condo in Chicago ,4.8, 3 bedrooms , 2 baths,41.81685,-87.61667,Entire home/apt,194,3,42,7/25/2023,1,1,151,10,R21000075379,  Register,
34211831,Rental unit in Chicago ,4.7, Studio , 1 bath,41.88265,-87.64358,Entire home/apt,232,32,70,11/5/2022,1,6,0,1,R10107595440,  Register,
34216617,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.94085,-87.71697,Entire home/apt,180,32,59,6/9/2023,2,6,238,9,R22000088409,  Register,
34224437,Condo in Chicago ,5.0, 2 bedrooms , 1 bath,41.94005,-87.64644,Entire home/apt,185,3,83,8/18/2023,2,1,0,18,R23000103986,  Register,
34234154,Home in Chicago ,4.6, 1 bedroom , 2 shared baths,41.88864,-87.72008,Private room,133,1,106,8/13/2023,2,4,254,6,R21000072781,  Register,
34274882,Rental unit in Chicago ,4.4, 2 bedrooms , 1 bath,41.92192,-87.68306,Entire home/apt,100,32,19,8/8/2023,0,1,227,3,R19000050498,  Register,
34282874,Rental unit in Chicago ,5.0, 4 bedrooms , 1.5 baths,41.952763,-87.686211,Entire home/apt,275,2,69,9/5/2023,1,1,77,18,R19000040860,  Register,
34303597,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.91331,-87.63998,Entire home/apt,117,33,45,8/18/2023,1,13,114,2,R23000101593,  Register,
34317819,Rental unit in Chicago ,4.6, 1 bedroom , 1 bath,41.93272,-87.72247,Entire home/apt,87,1,88,8/7/2023,2,2,62,8,R22000093992,  Register,
34318581,Home in Chicago ,4.9, 1 bedroom , 2.5 shared baths,41.7649,-87.56884,Private room,39,30,14,7/28/2023,0,4,175,6,R19000040399,  Register,
34327660,Condo in Chicago ,5.0, 2 bedrooms , 1 bath,41.92147,-87.65427,Entire home/apt,243,2,91,9/10/2023,2,2,3,7,R19000043205,  Register,
34336556,Rental unit in Chicago ,4.7, 3 bedrooms , 1 bath,41.82624,-87.66837,Entire home/apt,2000,32,9,11/4/2019,0,1,180,0,City registration pending,Not Registers,
34337538,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.91376,-87.63784,Entire home/apt,95,32,34,8/18/2023,1,7,206,3,City registration pending,Not Registers,
34340162,Loft in Chicago ,4.9, 3 bedrooms , 2 baths,41.9099,-87.66682,Entire home/apt,187,3,165,8/27/2023,3,2,138,41,R20000056239,  Register,
34348324,Condo in Chicago ,4.4, 2 bedrooms , 1.5 baths,41.97309,-87.84193,Entire home/apt,250,32,40,10/24/2021,1,1,365,0,City registration pending,Not Registers,
34383700,Cottage in Chicago ,4.9, 1 bedroom , 1 shared bath,41.79442,-87.66167,Private room,27,32,18,8/18/2022,0,6,69,0,pending,  Register,
34420421,Condo in Chicago ,4.9, 1 bedroom , 1 bath,41.89739,-87.67186,Entire home/apt,220,2,55,6/4/2023,1,1,59,4,R19000041368,  Register,
34440853,Rental unit in Chicago ,1.0, 1 bed , 1 shared bath,41.87241,-87.68399,Private room,33,32,2,7/29/2023,1,2,90,2,r18000036445,  Register,
34441147,Bed and breakfast in Chicago ,4.8, 1 bedroom , 1 shared bath,41.98295,-87.8196,Private room,38,7,40,9/2/2023,1,5,340,6,R21000075112,  Register,
34448656,Guesthouse in Chicago ,5.0, 1 bedroom , 1 bath,41.99565,-87.66217,Entire home/apt,134,2,168,9/11/2023,3,1,120,50,R21000063110,  Register,
34481210,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.91918,-87.70321,Entire home/apt,140,2,101,9/10/2023,2,1,14,13,R21000074160,  Register,
34505176,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.8201,-87.61579,Entire home/apt,780,2,19,8/10/2020,0,2,0,0,R19000041901,  Register,
34506763,Rental unit in Chicago ,4.7, 2 bedrooms , 2 baths,41.9152,-87.65341,Entire home/apt,163,32,20,9/26/2021,0,1,0,0,City registration pending,Not Registers,
34514690,Home in Chicago ,4.3, 1 bedroom , 1 shared bath,41.87605,-87.72218,Private room,39,32,9,11/5/2022,0,5,153,2,R19000042272,  Register,
34517680,Condo in Chicago ,4.9, 2 bedrooms , 2 baths,41.905739,-87.674858,Entire home/apt,319,2,63,8/27/2023,1,2,355,24,R20000058371,  Register,
34533277,Condo in Chicago ,4.7, 3 bedrooms , 3 baths,41.81472,-87.59928,Entire home/apt,150,32,23,10/10/2021,0,1,178,0,City registration pending,Not Registers,
34534440,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.89862,-87.62138,Entire home/apt,150,32,3,6/15/2022,0,34,365,0,R19000042643,  Register,
34565182,Rental unit in Chicago ,5.0, 1 bedroom , 1.5 baths,41.90074,-87.62465,Entire home/apt,350,2,42,9/10/2023,1,6,307,32,R19000041780,  Register,
34568002,Rental unit in Chicago ,4.9, Studio , 1 bath,41.89759,-87.62277,Entire home/apt,155,28,19,4/22/2023,0,74,334,8,R19000050295,  Register,
34574380,Rental unit in Chicago , 7  s , 1 bed , 1 bath,41.89843,-87.62186,Entire home/apt,150,32,0,4/22/2023,,74,365,0,City registration pending,Not Registers,
34574634,Rental unit in Chicago ,5.0, 3 bedrooms , 1 bath,41.95457,-87.72258,Entire home/apt,169,2,98,8/27/2023,3,2,332,41,R19000041311,  Register,
34590811,Rental unit in Chicago ,4.9, Studio , 1 bath,41.90176,-87.67139,Entire home/apt,144,3,84,6/13/2023,2,2,258,19,R21000071696,  Register,
34597480,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.789,-87.58865,Entire home/apt,240,1,12,5/27/2023,0,1,336,5,R19000041362,  Register,
34601264,Rental unit in Chicago ,4.8, 3 bedrooms , 1.5 baths,41.92142,-87.702,Entire home/apt,161,31,115,7/31/2023,2,3,53,9,R22000087945,  Register,
34622778,Rental unit in Chicago ,4.6, 1 bedroom , 1.5 shared baths,41.76678,-87.63288,Shared room,105,2,9,8/7/2023,0,5,363,2,R22000090018,  Register,
34624805,Boutique hotel in Chicago ,4.5, 1 bedroom , 1 private bath,41.8923,-87.627335,Hotel room,210,1,11,5/31/2023,0,21,362,2,R18000024404,  Register,
34625919,Rental unit in Chicago ,4.7, 3 bedrooms , 1 bath,41.87202,-87.68713,Entire home/apt,189,32,34,12/31/2021,1,13,0,0,City registration pending,Not Registers,
34648201,Boutique hotel in Chicago ,4.6, 1 bedroom , 1 shared bath,41.892509,-87.616173,Hotel room,75,1,572,8/28/2023,11,21,365,122,R18000024404,  Register,
34649740,Cottage in Chicago ,4.8, 2 bedrooms , 1 bath,41.83326,-87.65196,Entire home/apt,82,30,68,5/31/2021,1,2,70,0,R19000043822,  Register,
34656149,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.96038,-87.70027,Entire home/apt,60,3,6,3/17/2020,0,1,0,0,R19000049542,  Register,
34709817,Townhouse in Chicago ,5.0, 1 bedroom , 1.5 baths,41.89348,-87.65212,Private room,67,32,9,8/19/2023,0,1,112,3,City registration pending,Not Registers,
34711416,Rental unit in Chicago ,1.0, 2 beds , 1 bath,41.89216,-87.62972,Entire home/apt,240,32,0,8/19/2023,,2,0,0,City registration pending,Not Registers,
34714722,Home in Chicago ,4.8, 1 bedroom , 1 bath,41.91307,-87.7042,Entire home/apt,150,1,121,9/10/2023,2,1,79,22,R19000041358,  Register,
34719701,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.962604,-87.77551,Entire home/apt,59,1,164,9/4/2023,3,1,354,35,R20000057504,  Register,
34748986,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.89862,-87.62173,Entire home/apt,160,32,5,12/3/2022,0,74,347,2,City registration pending,Not Registers,
34750745,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.90638,-87.62817,Entire home/apt,500,1,14,11/25/2020,0,1,0,0,R17000014070,  Register,
34774170,Home in Chicago ,4.8, 5 bedrooms , 3.5 baths,41.878445,-87.680006,Entire home/apt,306,1,142,9/4/2023,3,2,334,27,R20000056448,  Register,
34781183,Home in Chicago ,5.0, 1 bedroom , 2 baths,41.9841,-87.71603,Entire home/apt,200,2,9,8/28/2023,0,3,0,6,R21000064603,  Register,
34781915,Home in Chicago ,4.9, Studio , 1 shared bath,41.98242,-87.71792,Private room,252,2,13,5/5/2022,0,3,0,0,R19000041855,  Register,
34782516,Home in Chicago ,5.0, 2 bedrooms , 2 baths,41.982,-87.71611,Entire home/apt,279,1,100,9/10/2023,4,3,308,55,R19000041855,  Register,
34784502,Boutique hotel in Chicago ,4.6, 1 bedroom , 1 shared bath,41.892509,-87.616173,Hotel room,71,1,156,8/19/2023,3,21,364,43,R18000024404,  Register,
34785627,Boutique hotel in Chicago ,4.5, 1 bedroom , 1 shared bath,41.8923,-87.627335,Hotel room,73,1,67,7/4/2023,1,21,365,9,R18000024404,  Register,
34785638,Boutique hotel in Chicago ,4.3, 1 bedroom , 1 shared bath,41.8923,-87.627335,Hotel room,73,1,30,7/3/2023,1,21,365,6,R18000024404,  Register,
34788331,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.9921,-87.66001,Entire home/apt,280,2,73,8/27/2023,2,1,255,22,R19000051612,  Register,
34789562,Rental unit in Chicago ,4.2, 2 bedrooms , 1 bath,41.85601,-87.67138,Entire home/apt,120,30,5,7/2/2022,0,2,164,0,R18000026639,  Register,
34807624,Rental unit in Chicago ,4.7, 2 bedrooms , 1 bath,41.918963,-87.708272,Entire home/apt,60,1,137,8/28/2023,3,1,0,36,R21000071765,  Register,
34809632,Condo in Chicago ,4.9, 1 bedroom , 1 shared bath,41.783544,-87.613592,Private room,50,2,17,8/12/2023,0,4,330,4,R17000015110,  Register,
34816864,Rental unit in Chicago , , 5 beds , 1.5 baths,41.83016,-87.64557,Entire home/apt,366,32,0,8/12/2023,,2,0,0,City registration pending,Not Registers,
34818035,Rental unit in Chicago ,4.8, 3 bedrooms , 3 baths,41.87003,-87.68831,Entire home/apt,112,1,110,9/5/2023,2,4,349,33,R22000089016,  Register,
34819360,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.6882,-87.60491,Entire home/apt,104,2,93,8/21/2023,2,2,344,17,R19000042635,  Register,
34819528,Guest suite in Chicago ,5.0, 1 bedroom , 1 bath,41.8258,-87.61993,Entire home/apt,111,1,140,8/7/2023,3,1,135,21,R19000041801,  Register,
34863400,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.85862,-87.67896,Entire home/apt,127,32,22,9/11/2022,0,1,0,0,City registration pending,Not Registers,
34866762,Condo in Chicago ,5.0, 2 bedrooms , 1 bath,41.78406,-87.61273,Entire home/apt,101,2,38,9/9/2023,3,4,306,34,R17000015110,  Register,
34866772,Condo in Chicago ,5.0, 1 bedroom , 1 shared bath,41.78417,-87.61256,Private room,57,2,7,11/13/2022,0,4,149,2,R17000015110,  Register,
34868023,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.91237,-87.64121,Entire home/apt,115,1,107,9/3/2023,2,1,64,58,R20000055842,  Register,
34887882,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.898904,-87.62797,Entire home/apt,150,32,0,9/3/2023,,645,284,0,32+ Days Listings,  Register,
34888974,Condo in Chicago ,4.7, 2 bedrooms , 1 bath,41.94043,-87.68306,Entire home/apt,128,32,105,9/19/2022,2,2,88,1,R19000037469,  Register,
34890754,Loft in Chicago ,5.0, 4 bedrooms , 3.5 baths,41.89564,-87.65398,Entire home/apt,2249,1,10,8/6/2023,0,3,364,3,R17000014407,  Register,
34902785,Loft in Chicago ,4.8, 1 bedroom , 1 bath,41.91101,-87.67559,Entire home/apt,234,2,82,8/28/2023,2,1,88,34,R22000088154,  Register,
34908914,Rental unit in Chicago , , 4 beds , 1 bath,41.86200922,-87.71658449,Entire home/apt,202,5,2,8/7/2023,1,2,354,2,R23000101063,  Register,
34913110,Condo in Chicago ,4.9, 4 bedrooms , 2 baths,41.85349,-87.63398,Entire home/apt,399,2,25,8/22/2023,0,17,97,12,R21000072615,  Register,
34913380,Condo in Chicago ,4.9, 4 bedrooms , 2 baths,41.85311,-87.63203,Entire home/apt,399,2,88,8/19/2023,2,17,227,19,R21000061907,  Register,
34930062,Townhouse in Chicago ,4.8, 4 bedrooms , 3.5 baths,41.90136,-87.62574,Entire home/apt,432,2,127,9/5/2023,3,2,312,35,R22000078584,  Register,
34931784,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.89763,-87.68022,Entire home/apt,250,32,11,8/8/2019,0,1,0,0,R19000042678,  Register,
34932141,Rental unit in Chicago ,5.0, 3 bedrooms , 1 bath,41.95344,-87.67022,Entire home/apt,161,2,106,8/13/2023,2,1,36,30,R21000063940,  Register,
34945605,Boutique hotel in Chicago ,4.6, 1 bedroom , 1 private bath,41.8923,-87.627335,Hotel room,210,1,266,5/9/2023,5,21,362,27,R18000024404,  Register,
34974374,Condo in Chicago ,4.8, 5 bedrooms , 5 baths,41.89612,-87.66223,Entire home/apt,1072,1,12,7/23/2023,1,6,333,7,R23000101450,  Register,
34975034,Condo in Chicago ,1.0, 1 bed , 1 bath,41.89315,-87.61506,Entire home/apt,95,32,1,1/6/2020,0,19,40,0,City registration pending,Not Registers,
34995696,Rental unit in Chicago ,4.4, Studio , 1 bath,41.90465,-87.67233,Entire home/apt,168,1,86,8/21/2023,2,7,343,41,R22000078443,  Register,
35004098,Home in Chicago ,0.00, 3 beds , 3.5 baths,41.91904,-87.67433,Entire home/apt,950,4,1,9/29/2019,0,1,73,0,R21000061106,  Register,
35032890,Rental unit in Chicago ,5.0, 2 bedrooms , 2 baths,41.89239,-87.67986,Entire home/apt,75,32,5,8/25/2019,0,1,0,0,R21000073733,  Register,
35034266,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.98612,-87.66991,Entire home/apt,92,2,182,9/4/2023,3,1,280,39,R22000084634,  Register,
35036581,Rental unit in Chicago ,4.8, 2 bedrooms , 1.5 baths,41.901,-87.66607,Entire home/apt,105,200,41,3/16/2020,1,1,0,0,R19000041883,  Register,
35037877,Bed and breakfast in Chicago ,4.6, 1 bedroom , 1 shared bath,41.98295,-87.8196,Private room,44,6,18,8/8/2023,0,5,70,15,R21000075112,  Register,
35039966,Condo in Chicago ,4.8, 3 bedrooms , 2 baths,42.01375,-87.68298,Entire home/apt,212,2,20,7/20/2023,0,3,135,4,2209370,  Register,
35049742,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.92299,-87.70296,Entire home/apt,131,3,152,9/5/2023,3,1,317,40,R19000044398,  Register,
35060034,Condo in Chicago , 9  s , 13 beds , 6 baths,41.89499,-87.65478,Entire home/apt,4500,2,0,9/5/2023,,24,315,0,2385047,  Register,
35129146,Rental unit in Chicago , , 2 beds , 1 bath,41.88428,-87.75062,Entire home/apt,250,1,1,8/15/2020,0,1,364,0,R18000028018,  Register,
35149761,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.88563,-87.70512,Entire home/apt,98,2,195,8/25/2023,4,1,153,37,R21000075218,  Register,
35158630,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.89102173,-87.64463806,Entire home/apt,285,2,131,9/1/2023,3,2,20,53,R21000071099,  Register,
35183040,Rental unit in Chicago ,4.8, 8 bedrooms , 4 baths,41.909609,-87.638202,Entire home/apt,717,1,104,7/10/2023,2,1,326,26,R22000087434,  Register,
35195852,Rental unit in Chicago ,4.2, 3 bedrooms , 1 bath,41.91068,-87.71291,Entire home/apt,209,2,13,10/9/2022,1,1,0,2,R18000027242,  Register,
35212437,Rental unit in Chicago ,5.0, 5 bedrooms , 2 baths,41.90977726,-87.67539414,Entire home/apt,200,32,63,2/20/2023,1,7,220,3,City registration pending,Not Registers,
35217934,Condo in Chicago ,4.7, 1 bedroom , 1 shared bath,41.75824,-87.55608,Private room,47,32,23,7/31/2021,0,1,66,0,R19000041816,  Register,
35230615,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.92803,-87.69757,Entire home/apt,236,32,11,6/4/2022,0,9,365,0,R17000015121,  Register,
35256357,Rental unit in Chicago ,4.9, 2 bedrooms , 2.5 baths,41.9012,-87.62585,Entire home/apt,398,2,57,8/29/2023,1,6,290,31,R23000104420,  Register,
35257848,Rental unit in Chicago ,5.0, 2 bedrooms , 2.5 baths,41.89913,-87.62672,Entire home/apt,775,3,15,5/28/2023,0,6,243,10,R19000041781,  Register,
35258128,Rental unit in Chicago ,1.0, 1 bed , 1 shared bath,42.01686,-87.6942,Private room,50,3,2,9/30/2019,0,2,0,0,R19000040578,  Register,
35262326,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.87145,-87.66085,Entire home/apt,170,2,171,9/5/2023,3,1,147,58,R19000043483,  Register,
35265884,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.6997,-87.6691,Entire home/apt,177,2,81,9/3/2023,2,1,159,8,R19000044959,  Register,
35267831,Rental unit in Chicago ,4.9, 4 bedrooms , 1 bath,41.753124,-87.550407,Entire home/apt,300,1,76,8/7/2023,2,5,362,14,R21000069197,  Register,
35277594,Rental unit in Chicago ,5.0, Studio , 1 bath,41.96051,-87.65316,Entire home/apt,126,2,16,8/9/2021,0,2,0,0,R19000043478,  Register,
35284235,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.94529,-87.66094,Entire home/apt,219,3,72,9/7/2023,1,2,205,25,R21000074393,  Register,
35313811,Rental unit in Chicago ,5.0, 1 bedroom , 2 baths,41.89347,-87.65073,Private room,98,2,67,9/6/2023,2,1,44,30,R23000096715,  Register,
35346506,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.95207,-87.68423,Entire home/apt,289,32,26,11/15/2021,1,1,89,0,R20000058696,  Register,
35351226,Townhouse in Chicago ,5.0, 8 bedrooms , 7 baths,41.895,-87.65361,Entire home/apt,2358,1,8,7/16/2023,0,4,351,2,R19000041385,  Register,
35351970,Home in Chicago ,4.9, 3 bedrooms , 1.5 baths,41.94455,-87.67143,Entire home/apt,395,5,46,8/14/2023,1,1,152,4,R21000075100,  Register,
35353022,Bungalow in Chicago ,4.8, 2 bedrooms , 1 bath,41.96586,-87.7325,Entire home/apt,107,3,45,8/30/2023,1,1,329,19,R21000074527,  Register,
35377394,Home in Chicago ,4.6, 2 bedrooms , 1.5 baths,41.81374,-87.61497,Entire home/apt,299,2,25,6/4/2023,1,1,268,5,R21000075495,  Register,
35387909,Home in Chicago ,4.9, 2 bedrooms , 1 bath,41.87229,-87.68527,Entire home/apt,264,32,18,4/17/2020,0,3,0,0,City registration pending,Not Registers,
35403153,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.82332,-87.67019,Entire home/apt,95,1,237,8/20/2023,5,1,147,51,R19000042652,  Register,
35420803,Rental unit in Chicago ,4.7, 2 bedrooms , 1 bath,41.85558,-87.66415,Entire home/apt,141,2,132,9/6/2023,3,5,28,27,R19000044559,  Register,
35428201,Home in Chicago ,4.9, 1 bedroom , 1 bath,41.93558,-87.69736,Entire home/apt,85,32,54,8/14/2023,1,1,339,8,City registration pending,Not Registers,
35495687,Condo in Chicago ,4.7, 1 bedroom , 1 bath,41.81175,-87.61143,Entire home/apt,159,32,6,6/12/2022,0,1,365,0,R22000085569,  Register,
35496535,Rental unit in Chicago ,4.9, Studio , 1.5 baths,41.97219,-87.69762,Entire home/apt,109,2,168,8/27/2023,3,1,54,36,R19000044487,  Register,
35511934,Rental unit in Chicago ,0.00, 3 beds , 1 bath,41.94484,-87.65049,Entire home/apt,200,1,1,6/9/2019,0,1,0,0,R17000017566,  Register,
35516706,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.96595,-87.67233,Private room,90,32,1,6/15/2019,0,1,0,0,City registration pending,Not Registers,
35517765,Guest suite in Chicago ,4.8, 1 bedroom , 1 bath,41.99036,-87.78878,Entire home/apt,76,1,239,9/11/2023,5,1,141,51,R22000085140,  Register,
35518584,Condo in Chicago ,4.9, 1 bedroom , 1 bath,41.97562,-87.66286,Entire home/apt,100,2,130,8/28/2023,3,4,145,42,R19000042606,  Register,
35566367,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.93735,-87.65652,Entire home/apt,169,32,43,8/4/2023,1,13,174,3,City Registration Pending,Not Registers,
35570109,Home in Chicago ,1.0, 1 bed , 1.5 shared baths,41.99068,-87.65727,Private room,100,32,0,8/4/2023,,1,0,0,City registration pending,Not Registers,
35573202,Condo in Chicago ,4.9, 1 bedroom , 1 bath,42.00533,-87.66291,Entire home/apt,94,2,158,8/27/2023,3,1,314,40,R19000042644,  Register,
35578101,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.93214,-87.71007,Entire home/apt,87,32,32,4/4/2021,1,1,0,0,R19000042653,  Register,
35579191,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.8977,-87.62222,Entire home/apt,150,28,12,6/30/2023,0,74,335,5,R19000042643,  Register,
35579703,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,42.00121,-87.67118,Entire home/apt,95,32,36,6/30/2023,1,2,42,3,City registration pending,Not Registers,
35605764,Home in Chicago ,5.0, 2 bedrooms , 1.5 baths,41.92017,-87.69941,Entire home/apt,300,1,18,2/16/2020,0,1,0,0,R21000075047,  Register,
